date,cough,isPartial
2020-07-27,98,False
2020-07-28,83,False
2020-07-29,89,False
2020-07-30,88,False
2020-07-31,100,False
2020-08-01,88,False
2020-08-02,80,False
2020-08-03,77,False
2020-08-04,76,False
2020-08-05,83,False
2020-08-06,73,False
2020-08-07,92,False
2020-08-08,70,False
2020-08-09,67,False
2020-08-10,75,False
2020-08-11,64,False
2020-08-12,61,False
2020-08-13,71,False
2020-08-14,60,False
2020-08-15,70,False
2020-08-16,59,False
2020-08-17,54,False
2020-08-18,69,False
2020-08-19,65,False
2020-08-20,67,False
2020-08-21,67,False
2020-08-22,63,False
2020-08-23,78,False
2020-08-24,60,False
2020-08-25,67,False
2020-08-26,57,False
