date,cough,isPartial
2020-04-03,100,False
2020-04-04,99,False
2020-04-05,89,False
2020-04-06,91,False
2020-04-07,91,False
2020-04-08,81,False
2020-04-09,94,False
2020-04-10,95,False
2020-04-11,78,False
2020-04-12,81,False
2020-04-13,93,False
2020-04-14,71,False
2020-04-15,88,False
2020-04-16,74,False
2020-04-17,74,False
2020-04-18,90,False
2020-04-19,67,False
2020-04-20,79,False
2020-04-21,68,False
2020-04-22,62,False
2020-04-23,57,False
2020-04-24,63,False
2020-04-25,58,False
2020-04-26,57,False
2020-04-27,57,False
2020-04-28,49,False
2020-04-29,64,False
2020-04-30,47,False
2020-05-01,60,False
2020-05-02,52,False
2020-05-03,63,False
