date,cough,isPartial
2020-10-19,94,False
2020-10-20,85,False
2020-10-21,89,False
2020-10-22,88,False
2020-10-23,73,False
2020-10-24,73,False
2020-10-25,84,False
2020-10-26,66,False
2020-10-27,93,False
2020-10-28,76,False
2020-10-29,69,False
2020-10-30,67,False
2020-10-31,86,False
2020-11-01,90,False
2020-11-02,80,False
2020-11-03,92,False
2020-11-04,72,False
2020-11-05,85,False
2020-11-06,60,False
2020-11-07,78,False
2020-11-08,68,False
2020-11-09,89,False
2020-11-10,75,False
2020-11-11,72,False
2020-11-12,86,False
2020-11-13,71,False
2020-11-14,79,False
2020-11-15,82,False
2020-11-16,67,False
2020-11-17,68,False
2020-11-18,100,False
