date,cough,isPartial
2020-05-24,77,False
2020-05-25,71,False
2020-05-26,77,False
2020-05-27,51,False
2020-05-28,91,False
2020-05-29,58,False
2020-05-30,54,False
2020-05-31,62,False
2020-06-01,68,False
2020-06-02,83,False
2020-06-03,80,False
2020-06-04,71,False
2020-06-05,74,False
2020-06-06,80,False
2020-06-07,63,False
2020-06-08,84,False
2020-06-09,61,False
2020-06-10,69,False
2020-06-11,73,False
2020-06-12,70,False
2020-06-13,89,False
2020-06-14,71,False
2020-06-15,85,False
2020-06-16,85,False
2020-06-17,69,False
2020-06-18,68,False
2020-06-19,86,False
2020-06-20,92,False
2020-06-21,100,False
2020-06-22,87,False
2020-06-23,92,False
