date,cough,isPartial
2020-12-19,74,False
2020-12-20,84,False
2020-12-21,55,False
2020-12-22,71,False
2020-12-23,67,False
2020-12-24,78,False
2020-12-25,78,False
2020-12-26,89,False
2020-12-27,100,False
2020-12-28,87,False
2020-12-29,88,False
2020-12-30,76,False
2020-12-31,77,False
2021-01-01,84,False
2021-01-02,98,False
2021-01-03,78,False
2021-01-04,69,False
2021-01-05,64,False
2021-01-06,87,False
2021-01-07,70,False
2021-01-08,73,False
2021-01-09,85,False
2021-01-10,83,False
2021-01-11,68,False
2021-01-12,71,False
2021-01-13,69,False
2021-01-14,75,False
2021-01-15,79,False
2021-01-16,75,False
2021-01-17,88,False
2021-01-18,63,False
