date,cough,isPartial
2020-06-26,54,False
2020-06-27,76,False
2020-06-28,68,False
2020-06-29,65,False
2020-06-30,61,False
2020-07-01,70,False
2020-07-02,70,False
2020-07-03,65,False
2020-07-04,71,False
2020-07-05,93,False
2020-07-06,74,False
2020-07-07,76,False
2020-07-08,82,False
2020-07-09,81,False
2020-07-10,78,False
2020-07-11,83,False
2020-07-12,88,False
2020-07-13,78,False
2020-07-14,79,False
2020-07-15,87,False
2020-07-16,91,False
2020-07-17,62,False
2020-07-18,84,False
2020-07-19,87,False
2020-07-20,76,False
2020-07-21,99,False
2020-07-22,90,False
2020-07-23,100,False
2020-07-24,78,False
2020-07-25,88,False
2020-07-26,97,False
