date,cough,isPartial
2020-07-21,99,False
2020-07-22,90,False
2020-07-23,100,False
2020-07-24,78,False
2020-07-25,88,False
2020-07-26,97,False
2020-07-27,86,False
2020-07-28,86,False
2020-07-29,79,False
2020-07-30,83,False
2020-07-31,93,False
2020-08-01,85,False
2020-08-02,75,False
2020-08-03,71,False
2020-08-04,73,False
2020-08-05,72,False
2020-08-06,67,False
2020-08-07,80,False
2020-08-08,66,False
2020-08-09,65,False
2020-08-10,61,False
2020-08-11,70,False
2020-08-12,55,False
2020-08-13,67,False
2020-08-14,51,False
2020-08-15,67,False
2020-08-16,71,False
2020-08-17,55,False
2020-08-18,58,False
2020-08-19,60,False
2020-08-20,59,False
