date,cough,isPartial
2020-05-25,64,False
2020-05-26,69,False
2020-05-27,46,False
2020-05-28,81,False
2020-05-29,52,False
2020-05-30,48,False
2020-05-31,56,False
2020-06-01,61,False
2020-06-02,74,False
2020-06-03,72,False
2020-06-04,64,False
2020-06-05,66,False
2020-06-06,72,False
2020-06-07,57,False
2020-06-08,75,False
2020-06-09,55,False
2020-06-10,61,False
2020-06-11,65,False
2020-06-12,63,False
2020-06-13,80,False
2020-06-14,64,False
2020-06-15,76,False
2020-06-16,76,False
2020-06-17,62,False
2020-06-18,61,False
2020-06-19,77,False
2020-06-20,82,False
2020-06-21,90,False
2020-06-22,78,False
2020-06-23,82,False
2020-06-24,100,False
