date,cough,isPartial
2020-03-30,100,False
2020-03-31,94,False
2020-04-01,89,False
2020-04-02,98,False
2020-04-03,78,False
2020-04-04,88,False
2020-04-05,68,False
2020-04-06,74,False
2020-04-07,80,False
2020-04-08,69,False
2020-04-09,77,False
2020-04-10,85,False
2020-04-11,68,False
2020-04-12,60,False
2020-04-13,76,False
2020-04-14,58,False
2020-04-15,72,False
2020-04-16,64,False
2020-04-17,62,False
2020-04-18,68,False
2020-04-19,56,False
2020-04-20,73,False
2020-04-21,59,False
2020-04-22,50,False
2020-04-23,46,False
2020-04-24,56,False
2020-04-25,46,False
2020-04-26,50,False
2020-04-27,47,False
2020-04-28,39,False
2020-04-29,49,False
