date,cough,isPartial
2021-01-20,89,False
2021-01-21,80,False
2021-01-22,80,False
2021-01-23,91,False
2021-01-24,88,False
2021-01-25,74,False
2021-01-26,93,False
2021-01-27,91,False
2021-01-28,92,False
2021-01-29,87,False
2021-01-30,76,False
2021-01-31,77,False
2021-02-01,79,False
2021-02-02,81,False
2021-02-03,90,False
2021-02-04,90,False
2021-02-05,100,False
2021-02-06,74,False
2021-02-07,91,False
2021-02-08,73,False
2021-02-09,76,False
2021-02-10,91,False
2021-02-11,83,False
2021-02-12,80,False
2021-02-13,67,False
2021-02-14,77,False
2021-02-15,78,False
2021-02-16,73,False
2021-02-17,73,False
2021-02-18,84,False
2021-02-19,66,False
