date,cough,isPartial
2020-04-19,85,False
2020-04-20,100,False
2020-04-21,86,False
2020-04-22,79,False
2020-04-23,72,False
2020-04-24,80,False
2020-04-25,74,False
2020-04-26,72,False
2020-04-27,72,False
2020-04-28,62,False
2020-04-29,82,False
2020-04-30,60,False
2020-05-01,76,False
2020-05-02,66,False
2020-05-03,80,False
2020-05-04,66,False
2020-05-05,60,False
2020-05-06,64,False
2020-05-07,49,False
2020-05-08,48,False
2020-05-09,54,False
2020-05-10,39,False
2020-05-11,47,False
2020-05-12,55,False
2020-05-13,50,False
2020-05-14,41,False
2020-05-15,59,False
2020-05-16,55,False
2020-05-17,63,False
2020-05-18,65,False
2020-05-19,50,False
