date,cough,isPartial
2020-03-28,100,False
2020-03-29,89,False
2020-03-30,67,False
2020-03-31,63,False
2020-04-01,60,False
2020-04-02,65,False
2020-04-03,52,False
2020-04-04,59,False
2020-04-05,46,False
2020-04-06,49,False
2020-04-07,54,False
2020-04-08,46,False
2020-04-09,51,False
2020-04-10,57,False
2020-04-11,46,False
2020-04-12,40,False
2020-04-13,51,False
2020-04-14,39,False
2020-04-15,48,False
2020-04-16,43,False
2020-04-17,42,False
2020-04-18,46,False
2020-04-19,37,False
2020-04-20,49,False
2020-04-21,40,False
2020-04-22,33,False
2020-04-23,31,False
2020-04-24,38,False
2020-04-25,31,False
2020-04-26,33,False
2020-04-27,31,False
