date,cough,isPartial
2020-05-17,70,False
2020-05-18,100,False
2020-05-19,61,False
2020-05-20,71,False
2020-05-21,78,False
2020-05-22,83,False
2020-05-23,91,False
2020-05-24,79,False
2020-05-25,72,False
2020-05-26,78,False
2020-05-27,57,False
2020-05-28,95,False
2020-05-29,65,False
2020-05-30,58,False
2020-05-31,62,False
2020-06-01,78,False
2020-06-02,90,False
2020-06-03,86,False
2020-06-04,89,False
2020-06-05,69,False
2020-06-06,93,False
2020-06-07,66,False
2020-06-08,90,False
2020-06-09,69,False
2020-06-10,62,False
2020-06-11,81,False
2020-06-12,66,False
2020-06-13,96,False
2020-06-14,77,False
2020-06-15,93,False
2020-06-16,84,False
