date,cough,isPartial
2020-09-04,81,False
2020-09-05,100,False
2020-09-06,94,False
2020-09-07,75,False
2020-09-08,82,False
2020-09-09,82,False
2020-09-10,67,False
2020-09-11,76,False
2020-09-12,84,False
2020-09-13,74,False
2020-09-14,74,False
2020-09-15,83,False
2020-09-16,83,False
2020-09-17,77,False
2020-09-18,61,False
2020-09-19,77,False
2020-09-20,83,False
2020-09-21,86,False
2020-09-22,81,False
2020-09-23,63,False
2020-09-24,64,False
2020-09-25,73,False
2020-09-26,70,False
2020-09-27,57,False
2020-09-28,57,False
2020-09-29,67,False
2020-09-30,83,False
2020-10-01,71,False
2020-10-02,51,False
2020-10-03,77,False
2020-10-04,78,False
