date,cough,isPartial
2020-04-17,82,False
2020-04-18,100,False
2020-04-19,74,False
2020-04-20,87,False
2020-04-21,76,False
2020-04-22,69,False
2020-04-23,63,False
2020-04-24,70,False
2020-04-25,65,False
2020-04-26,63,False
2020-04-27,63,False
2020-04-28,54,False
2020-04-29,72,False
2020-04-30,53,False
2020-05-01,66,False
2020-05-02,58,False
2020-05-03,70,False
2020-05-04,58,False
2020-05-05,52,False
2020-05-06,56,False
2020-05-07,43,False
2020-05-08,42,False
2020-05-09,48,False
2020-05-10,34,False
2020-05-11,41,False
2020-05-12,48,False
2020-05-13,44,False
2020-05-14,36,False
2020-05-15,52,False
2020-05-16,48,False
2020-05-17,55,False
