date,cough,isPartial
2020-04-21,100,False
2020-04-22,84,False
2020-04-23,77,False
2020-04-24,95,False
2020-04-25,77,False
2020-04-26,84,False
2020-04-27,78,False
2020-04-28,66,False
2020-04-29,82,False
2020-04-30,59,False
2020-05-01,82,False
2020-05-02,78,False
2020-05-03,90,False
2020-05-04,72,False
2020-05-05,75,False
2020-05-06,64,False
2020-05-07,65,False
2020-05-08,62,False
2020-05-09,47,False
2020-05-10,47,False
2020-05-11,51,False
2020-05-12,56,False
2020-05-13,53,False
2020-05-14,46,False
2020-05-15,68,False
2020-05-16,65,False
2020-05-17,59,False
2020-05-18,84,False
2020-05-19,52,False
2020-05-20,60,False
2020-05-21,66,False
