date,cough,isPartial
2020-05-20,75,False
2020-05-21,82,False
2020-05-22,87,False
2020-05-23,95,False
2020-05-24,82,False
2020-05-25,75,False
2020-05-26,82,False
2020-05-27,60,False
2020-05-28,99,False
2020-05-29,67,False
2020-05-30,61,False
2020-05-31,64,False
2020-06-01,82,False
2020-06-02,93,False
2020-06-03,90,False
2020-06-04,93,False
2020-06-05,72,False
2020-06-06,97,False
2020-06-07,69,False
2020-06-08,94,False
2020-06-09,72,False
2020-06-10,65,False
2020-06-11,85,False
2020-06-12,68,False
2020-06-13,100,False
2020-06-14,81,False
2020-06-15,98,False
2020-06-16,88,False
2020-06-17,78,False
2020-06-18,63,False
2020-06-19,93,False
