date,cough,isPartial
2020-11-25,75,False
2020-11-26,71,False
2020-11-27,66,False
2020-11-28,92,False
2020-11-29,100,False
2020-11-30,75,False
2020-12-01,72,False
2020-12-02,80,False
2020-12-03,79,False
2020-12-04,72,False
2020-12-05,90,False
2020-12-06,80,False
2020-12-07,78,False
2020-12-08,97,False
2020-12-09,87,False
2020-12-10,81,False
2020-12-11,69,False
2020-12-12,82,False
2020-12-13,58,False
2020-12-14,81,False
2020-12-15,81,False
2020-12-16,81,False
2020-12-17,66,False
2020-12-18,68,False
2020-12-19,74,False
2020-12-20,84,False
2020-12-21,55,False
2020-12-22,71,False
2020-12-23,66,False
2020-12-24,78,False
2020-12-25,77,False
