date,cough,isPartial
2020-09-14,86,False
2020-09-15,96,False
2020-09-16,96,False
2020-09-17,89,False
2020-09-18,71,False
2020-09-19,90,False
2020-09-20,96,False
2020-09-21,100,False
2020-09-22,94,False
2020-09-23,73,False
2020-09-24,74,False
2020-09-25,85,False
2020-09-26,81,False
2020-09-27,66,False
2020-09-28,66,False
2020-09-29,78,False
2020-09-30,97,False
2020-10-01,83,False
2020-10-02,59,False
2020-10-03,90,False
2020-10-04,91,False
2020-10-05,78,False
2020-10-06,78,False
2020-10-07,100,False
2020-10-08,67,False
2020-10-09,94,False
2020-10-10,98,False
2020-10-11,91,False
2020-10-12,81,False
2020-10-13,84,False
2020-10-14,63,False
