date,cough,isPartial
2021-02-07,87,False
2021-02-08,67,False
2021-02-09,64,False
2021-02-10,79,False
2021-02-11,67,False
2021-02-12,73,False
2021-02-13,68,False
2021-02-14,67,False
2021-02-15,69,False
2021-02-16,63,False
2021-02-17,69,False
2021-02-18,69,False
2021-02-19,57,False
2021-02-20,82,False
2021-02-21,60,False
2021-02-22,78,False
2021-02-23,86,False
2021-02-24,86,False
2021-02-25,74,False
2021-02-26,64,False
2021-02-27,86,False
2021-02-28,63,False
2021-03-01,74,False
2021-03-02,66,False
2021-03-03,52,False
2021-03-04,87,False
2021-03-05,62,False
2021-03-06,94,False
2021-03-07,87,False
2021-03-08,99,False
2021-03-09,100,False
