date,cough,isPartial
2020-10-18,89,False
2020-10-19,100,False
2020-10-20,90,False
2020-10-21,94,False
2020-10-22,93,False
2020-10-23,78,False
2020-10-24,78,False
2020-10-25,89,False
2020-10-26,70,False
2020-10-27,98,False
2020-10-28,81,False
2020-10-29,74,False
2020-10-30,71,False
2020-10-31,91,False
2020-11-01,95,False
2020-11-02,85,False
2020-11-03,97,False
2020-11-04,76,False
2020-11-05,90,False
2020-11-06,64,False
2020-11-07,82,False
2020-11-08,72,False
2020-11-09,95,False
2020-11-10,79,False
2020-11-11,77,False
2020-11-12,91,False
2020-11-13,76,False
2020-11-14,84,False
2020-11-15,87,False
2020-11-16,71,False
2020-11-17,72,False
