date,cough,isPartial
2020-07-06,77,False
2020-07-07,75,False
2020-07-08,79,False
2020-07-09,91,False
2020-07-10,79,False
2020-07-11,84,False
2020-07-12,90,False
2020-07-13,72,False
2020-07-14,72,False
2020-07-15,81,False
2020-07-16,89,False
2020-07-17,67,False
2020-07-18,83,False
2020-07-19,95,False
2020-07-20,73,False
2020-07-21,97,False
2020-07-22,89,False
2020-07-23,100,False
2020-07-24,78,False
2020-07-25,78,False
2020-07-26,99,False
2020-07-27,86,False
2020-07-28,73,False
2020-07-29,78,False
2020-07-30,78,False
2020-07-31,88,False
2020-08-01,77,False
2020-08-02,70,False
2020-08-03,68,False
2020-08-04,67,False
2020-08-05,73,False
