date,cough,isPartial
2020-07-13,74,False
2020-07-14,80,False
2020-07-15,80,False
2020-07-16,91,False
2020-07-17,74,False
2020-07-18,74,False
2020-07-19,99,False
2020-07-20,83,False
2020-07-21,100,False
2020-07-22,92,False
2020-07-23,98,False
2020-07-24,80,False
2020-07-25,86,False
2020-07-26,98,False
2020-07-27,85,False
2020-07-28,84,False
2020-07-29,80,False
2020-07-30,87,False
2020-07-31,95,False
2020-08-01,87,False
2020-08-02,72,False
2020-08-03,71,False
2020-08-04,71,False
2020-08-05,77,False
2020-08-06,64,False
2020-08-07,82,False
2020-08-08,69,False
2020-08-09,66,False
2020-08-10,70,False
2020-08-11,67,False
2020-08-12,56,False
