date,cough,isPartial
2020-08-13,90,False
2020-08-14,72,False
2020-08-15,99,False
2020-08-16,100,False
2020-08-17,80,False
2020-08-18,87,False
2020-08-19,88,False
2020-08-20,83,False
2020-08-21,89,False
2020-08-22,67,False
2020-08-23,82,False
2020-08-24,75,False
2020-08-25,89,False
2020-08-26,80,False
2020-08-27,76,False
2020-08-28,88,False
2020-08-29,92,False
2020-08-30,80,False
2020-08-31,78,False
2020-09-01,69,False
2020-09-02,73,False
2020-09-03,56,False
2020-09-04,63,False
2020-09-05,95,False
2020-09-06,91,False
2020-09-07,73,False
2020-09-08,82,False
2020-09-09,78,False
2020-09-10,68,False
2020-09-11,81,False
2020-09-12,78,False
