date,cough,isPartial
2020-05-26,54,False
2020-05-27,36,False
2020-05-28,64,False
2020-05-29,41,False
2020-05-30,38,False
2020-05-31,44,False
2020-06-01,48,False
2020-06-02,59,False
2020-06-03,57,False
2020-06-04,50,False
2020-06-05,52,False
2020-06-06,57,False
2020-06-07,45,False
2020-06-08,59,False
2020-06-09,43,False
2020-06-10,49,False
2020-06-11,51,False
2020-06-12,50,False
2020-06-13,63,False
2020-06-14,50,False
2020-06-15,60,False
2020-06-16,60,False
2020-06-17,49,False
2020-06-18,48,False
2020-06-19,61,False
2020-06-20,65,False
2020-06-21,71,False
2020-06-22,62,False
2020-06-23,65,False
2020-06-24,79,False
2020-06-25,100,False
