date,cough,isPartial
2020-10-09,100,False
2020-10-10,73,False
2020-10-11,84,False
2020-10-12,73,False
2020-10-13,83,False
2020-10-14,66,False
2020-10-15,60,False
2020-10-16,94,False
2020-10-17,74,False
2020-10-18,86,False
2020-10-19,96,False
2020-10-20,86,False
2020-10-21,90,False
2020-10-22,90,False
2020-10-23,75,False
2020-10-24,75,False
2020-10-25,85,False
2020-10-26,68,False
2020-10-27,95,False
2020-10-28,78,False
2020-10-29,71,False
2020-10-30,69,False
2020-10-31,88,False
2020-11-01,92,False
2020-11-02,82,False
2020-11-03,94,False
2020-11-04,74,False
2020-11-05,86,False
2020-11-06,62,False
2020-11-07,79,False
2020-11-08,69,False
