date,cough,isPartial
2020-08-09,92,False
2020-08-10,86,False
2020-08-11,98,False
2020-08-12,77,False
2020-08-13,93,False
2020-08-14,72,False
2020-08-15,94,False
2020-08-16,100,False
2020-08-17,76,False
2020-08-18,81,False
2020-08-19,84,False
2020-08-20,83,False
2020-08-21,85,False
2020-08-22,75,False
2020-08-23,89,False
2020-08-24,74,False
2020-08-25,87,False
2020-08-26,72,False
2020-08-27,73,False
2020-08-28,81,False
2020-08-29,95,False
2020-08-30,76,False
2020-08-31,67,False
2020-09-01,68,False
2020-09-02,72,False
2020-09-03,57,False
2020-09-04,62,False
2020-09-05,84,False
2020-09-06,84,False
2020-09-07,69,False
2020-09-08,73,False
