date,cough,isPartial
2020-09-07,85,False
2020-09-08,90,False
2020-09-09,92,False
2020-09-10,77,False
2020-09-11,98,False
2020-09-12,85,False
2020-09-13,83,False
2020-09-14,83,False
2020-09-15,83,False
2020-09-16,84,False
2020-09-17,93,False
2020-09-18,65,False
2020-09-19,99,False
2020-09-20,93,False
2020-09-21,92,False
2020-09-22,74,False
2020-09-23,70,False
2020-09-24,78,False
2020-09-25,100,False
2020-09-26,95,False
2020-09-27,52,False
2020-09-28,81,False
2020-09-29,87,False
2020-09-30,85,False
2020-10-01,82,False
2020-10-02,64,False
2020-10-03,91,False
2020-10-04,80,False
2020-10-05,74,False
2020-10-06,59,False
2020-10-07,89,False
