date,cough,isPartial
2020-10-05,88,False
2020-10-06,68,False
2020-10-07,99,False
2020-10-08,62,False
2020-10-09,99,False
2020-10-10,94,False
2020-10-11,84,False
2020-10-12,70,False
2020-10-13,86,False
2020-10-14,68,False
2020-10-15,64,False
2020-10-16,82,False
2020-10-17,81,False
2020-10-18,85,False
2020-10-19,93,False
2020-10-20,92,False
2020-10-21,96,False
2020-10-22,97,False
2020-10-23,84,False
2020-10-24,85,False
2020-10-25,100,False
2020-10-26,75,False
2020-10-27,93,False
2020-10-28,81,False
2020-10-29,81,False
2020-10-30,75,False
2020-10-31,92,False
2020-11-01,84,False
2020-11-02,82,False
2020-11-03,68,False
2020-11-04,79,False
