date,cough,isPartial
2020-07-11,83,False
2020-07-12,88,False
2020-07-13,78,False
2020-07-14,79,False
2020-07-15,87,False
2020-07-16,91,False
2020-07-17,62,False
2020-07-18,84,False
2020-07-19,87,False
2020-07-20,76,False
2020-07-21,99,False
2020-07-22,90,False
2020-07-23,100,False
2020-07-24,78,False
2020-07-25,88,False
2020-07-26,97,False
2020-07-27,86,False
2020-07-28,86,False
2020-07-29,79,False
2020-07-30,83,False
2020-07-31,93,False
2020-08-01,85,False
2020-08-02,75,False
2020-08-03,71,False
2020-08-04,73,False
2020-08-05,72,False
2020-08-06,67,False
2020-08-07,80,False
2020-08-08,66,False
2020-08-09,65,False
2020-08-10,61,False
