date,cough,isPartial
2020-09-05,100,False
2020-09-06,100,False
2020-09-07,82,False
2020-09-08,87,False
2020-09-09,88,False
2020-09-10,73,False
2020-09-11,94,False
2020-09-12,81,False
2020-09-13,79,False
2020-09-14,80,False
2020-09-15,79,False
2020-09-16,81,False
2020-09-17,89,False
2020-09-18,62,False
2020-09-19,95,False
2020-09-20,89,False
2020-09-21,89,False
2020-09-22,71,False
2020-09-23,67,False
2020-09-24,74,False
2020-09-25,96,False
2020-09-26,91,False
2020-09-27,50,False
2020-09-28,78,False
2020-09-29,83,False
2020-09-30,81,False
2020-10-01,79,False
2020-10-02,61,False
2020-10-03,88,False
2020-10-04,77,False
2020-10-05,71,False
