date,cough,isPartial
2020-08-02,94,False
2020-08-03,89,False
2020-08-04,91,False
2020-08-05,89,False
2020-08-06,84,False
2020-08-07,100,False
2020-08-08,82,False
2020-08-09,81,False
2020-08-10,77,False
2020-08-11,87,False
2020-08-12,68,False
2020-08-13,83,False
2020-08-14,64,False
2020-08-15,83,False
2020-08-16,89,False
2020-08-17,68,False
2020-08-18,72,False
2020-08-19,75,False
2020-08-20,74,False
2020-08-21,76,False
2020-08-22,67,False
2020-08-23,79,False
2020-08-24,66,False
2020-08-25,77,False
2020-08-26,64,False
2020-08-27,64,False
2020-08-28,72,False
2020-08-29,85,False
2020-08-30,67,False
2020-08-31,59,False
2020-09-01,61,False
