date,cough,isPartial
2020-03-29,100,False
2020-03-30,75,False
2020-03-31,71,False
2020-04-01,67,False
2020-04-02,73,False
2020-04-03,59,False
2020-04-04,66,False
2020-04-05,51,False
2020-04-06,55,False
2020-04-07,60,False
2020-04-08,52,False
2020-04-09,58,False
2020-04-10,64,False
2020-04-11,51,False
2020-04-12,45,False
2020-04-13,57,False
2020-04-14,44,False
2020-04-15,54,False
2020-04-16,48,False
2020-04-17,46,False
2020-04-18,51,False
2020-04-19,42,False
2020-04-20,55,False
2020-04-21,45,False
2020-04-22,37,False
2020-04-23,34,False
2020-04-24,42,False
2020-04-25,34,False
2020-04-26,37,False
2020-04-27,35,False
2020-04-28,29,False
