date,cough,isPartial
2020-04-13,100,False
2020-04-14,76,False
2020-04-15,94,False
2020-04-16,83,False
2020-04-17,81,False
2020-04-18,89,False
2020-04-19,73,False
2020-04-20,96,False
2020-04-21,78,False
2020-04-22,65,False
2020-04-23,60,False
2020-04-24,74,False
2020-04-25,60,False
2020-04-26,65,False
2020-04-27,61,False
2020-04-28,51,False
2020-04-29,64,False
2020-04-30,46,False
2020-05-01,64,False
2020-05-02,61,False
2020-05-03,70,False
2020-05-04,56,False
2020-05-05,59,False
2020-05-06,50,False
2020-05-07,51,False
2020-05-08,49,False
2020-05-09,36,False
2020-05-10,37,False
2020-05-11,39,False
2020-05-12,44,False
2020-05-13,41,False
