date,cough,isPartial
2020-03-17,82,False
2020-03-18,87,False
2020-03-19,75,False
2020-03-20,71,False
2020-03-21,82,False
2020-03-22,95,False
2020-03-23,100,False
2020-03-24,89,False
2020-03-25,84,False
2020-03-26,94,False
2020-03-27,72,False
2020-03-28,77,False
2020-03-29,69,False
2020-03-30,52,False
2020-03-31,49,False
2020-04-01,46,False
2020-04-02,50,False
2020-04-03,40,False
2020-04-04,45,False
2020-04-05,35,False
2020-04-06,38,False
2020-04-07,41,False
2020-04-08,36,False
2020-04-09,40,False
2020-04-10,44,False
2020-04-11,35,False
2020-04-12,31,False
2020-04-13,39,False
2020-04-14,30,False
2020-04-15,37,False
2020-04-16,33,False
