date,cough,isPartial
2020-10-26,68,False
2020-10-27,78,False
2020-10-28,68,False
2020-10-29,67,False
2020-10-30,73,False
2020-10-31,76,False
2020-11-01,73,False
2020-11-02,69,False
2020-11-03,64,False
2020-11-04,66,False
2020-11-05,73,False
2020-11-06,62,False
2020-11-07,64,False
2020-11-08,58,False
2020-11-09,77,False
2020-11-10,60,False
2020-11-11,68,False
2020-11-12,69,False
2020-11-13,69,False
2020-11-14,69,False
2020-11-15,72,False
2020-11-16,72,False
2020-11-17,74,False
2020-11-18,87,False
2020-11-19,73,False
2020-11-20,63,False
2020-11-21,72,False
2020-11-22,100,False
2020-11-23,80,False
2020-11-24,94,False
2020-11-25,91,False
