date,cough,isPartial
2020-06-10,44,False
2020-06-11,47,False
2020-06-12,45,False
2020-06-13,57,False
2020-06-14,45,False
2020-06-15,54,False
2020-06-16,54,False
2020-06-17,44,False
2020-06-18,43,False
2020-06-19,55,False
2020-06-20,59,False
2020-06-21,64,False
2020-06-22,56,False
2020-06-23,59,False
2020-06-24,71,False
2020-06-25,90,False
2020-06-26,59,False
2020-06-27,78,False
2020-06-28,73,False
2020-06-29,73,False
2020-06-30,64,False
2020-07-01,73,False
2020-07-02,87,False
2020-07-03,68,False
2020-07-04,74,False
2020-07-05,96,False
2020-07-06,85,False
2020-07-07,83,False
2020-07-08,87,False
2020-07-09,100,False
2020-07-10,87,False
