date,cough,isPartial
2021-02-14,57,False
2021-02-15,59,False
2021-02-16,55,False
2021-02-17,54,False
2021-02-18,63,False
2021-02-19,49,False
2021-02-20,60,False
2021-02-21,56,False
2021-02-22,66,False
2021-02-23,72,False
2021-02-24,75,False
2021-02-25,62,False
2021-02-26,54,False
2021-02-27,90,False
2021-02-28,65,False
2021-03-01,65,False
2021-03-02,59,False
2021-03-03,50,False
2021-03-04,70,False
2021-03-05,58,False
2021-03-06,77,False
2021-03-07,75,False
2021-03-08,85,False
2021-03-09,76,False
2021-03-10,76,False
2021-03-11,82,False
2021-03-12,68,False
2021-03-13,100,False
2021-03-14,78,False
2021-03-15,86,False
2021-03-16,77,False
