date,cough,isPartial
2020-12-27,100,False
2020-12-28,92,False
2020-12-29,82,False
2020-12-30,83,False
2020-12-31,69,False
2021-01-01,91,False
2021-01-02,98,False
2021-01-03,81,False
2021-01-04,71,False
2021-01-05,81,False
2021-01-06,83,False
2021-01-07,68,False
2021-01-08,79,False
2021-01-09,91,False
2021-01-10,94,False
2021-01-11,60,False
2021-01-12,77,False
2021-01-13,63,False
2021-01-14,76,False
2021-01-15,80,False
2021-01-16,79,False
2021-01-17,93,False
2021-01-18,75,False
2021-01-19,82,False
2021-01-20,82,False
2021-01-21,71,False
2021-01-22,74,False
2021-01-23,86,False
2021-01-24,86,False
2021-01-25,63,False
2021-01-26,81,False
