date,cough,isPartial
2020-11-26,77,False
2020-11-27,70,False
2020-11-28,82,False
2020-11-29,100,False
2020-11-30,73,False
2020-12-01,67,False
2020-12-02,91,False
2020-12-03,67,False
2020-12-04,71,False
2020-12-05,89,False
2020-12-06,82,False
2020-12-07,73,False
2020-12-08,96,False
2020-12-09,85,False
2020-12-10,83,False
2020-12-11,58,False
2020-12-12,57,False
2020-12-13,56,False
2020-12-14,81,False
2020-12-15,73,False
2020-12-16,75,False
2020-12-17,67,False
2020-12-18,52,False
2020-12-19,69,False
2020-12-20,81,False
2020-12-21,56,False
2020-12-22,73,False
2020-12-23,70,False
2020-12-24,80,False
2020-12-25,71,False
2020-12-26,85,False
