date,cough,isPartial
2020-05-04,85,False
2020-05-05,89,False
2020-05-06,76,False
2020-05-07,77,False
2020-05-08,74,False
2020-05-09,55,False
2020-05-10,56,False
2020-05-11,60,False
2020-05-12,66,False
2020-05-13,63,False
2020-05-14,55,False
2020-05-15,80,False
2020-05-16,77,False
2020-05-17,70,False
2020-05-18,100,False
2020-05-19,61,False
2020-05-20,71,False
2020-05-21,78,False
2020-05-22,83,False
2020-05-23,91,False
2020-05-24,79,False
2020-05-25,72,False
2020-05-26,78,False
2020-05-27,57,False
2020-05-28,95,False
2020-05-29,65,False
2020-05-30,58,False
2020-05-31,62,False
2020-06-01,78,False
2020-06-02,90,False
2020-06-03,86,False
