date,cough,isPartial
2020-04-10,100,False
2020-04-11,80,False
2020-04-12,71,False
2020-04-13,90,False
2020-04-14,69,False
2020-04-15,84,False
2020-04-16,75,False
2020-04-17,73,False
2020-04-18,80,False
2020-04-19,65,False
2020-04-20,86,False
2020-04-21,70,False
2020-04-22,58,False
2020-04-23,54,False
2020-04-24,66,False
2020-04-25,54,False
2020-04-26,59,False
2020-04-27,55,False
2020-04-28,46,False
2020-04-29,58,False
2020-04-30,41,False
2020-05-01,57,False
2020-05-02,55,False
2020-05-03,63,False
2020-05-04,50,False
2020-05-05,53,False
2020-05-06,45,False
2020-05-07,46,False
2020-05-08,44,False
2020-05-09,33,False
2020-05-10,33,False
