date,lagnat,isPartial
2020-07-29,100,False
2020-07-30,0,False
2020-07-31,68,False
2020-08-01,0,False
2020-08-02,0,False
2020-08-03,58,False
2020-08-04,0,False
2020-08-05,64,False
2020-08-06,63,False
2020-08-07,91,False
2020-08-08,0,False
2020-08-09,79,False
2020-08-10,68,False
2020-08-11,55,False
2020-08-12,65,False
2020-08-13,63,False
2020-08-14,79,False
2020-08-15,0,False
2020-08-16,0,False
2020-08-17,0,False
2020-08-18,0,False
2020-08-19,0,False
2020-08-20,61,False
2020-08-21,0,False
2020-08-22,59,False
2020-08-23,0,False
2020-08-24,0,False
2020-08-25,0,False
2020-08-26,0,False
2020-08-27,0,False
2020-08-28,0,False
