date,lagnat,isPartial
2020-03-16,50,False
2020-03-17,71,False
2020-03-18,79,False
2020-03-19,50,False
2020-03-20,51,False
2020-03-21,100,False
2020-03-22,72,False
2020-03-23,52,False
2020-03-24,57,False
2020-03-25,46,False
2020-03-26,58,False
2020-03-27,50,False
2020-03-28,66,False
2020-03-29,0,False
2020-03-30,46,False
2020-03-31,0,False
2020-04-01,69,False
2020-04-02,46,False
2020-04-03,50,False
2020-04-04,0,False
2020-04-05,0,False
2020-04-06,65,False
2020-04-07,0,False
2020-04-08,0,False
2020-04-09,0,False
2020-04-10,0,False
2020-04-11,0,False
2020-04-12,52,False
2020-04-13,0,False
2020-04-14,0,False
2020-04-15,0,False
