date,headache,isPartial
2021-02-10,63,False
2021-02-11,86,False
2021-02-12,74,False
2021-02-13,71,False
2021-02-14,97,False
2021-02-15,68,False
2021-02-16,65,False
2021-02-17,69,False
2021-02-18,67,False
2021-02-19,50,False
2021-02-20,82,False
2021-02-21,96,False
2021-02-22,73,False
2021-02-23,68,False
2021-02-24,70,False
2021-02-25,82,False
2021-02-26,92,False
2021-02-27,85,False
2021-02-28,90,False
2021-03-01,94,False
2021-03-02,84,False
2021-03-03,76,False
2021-03-04,86,False
2021-03-05,66,False
2021-03-06,91,False
2021-03-07,77,False
2021-03-08,90,False
2021-03-09,96,False
2021-03-10,82,False
2021-03-11,100,False
2021-03-12,64,False
