date,headache,isPartial
2020-04-07,75,False
2020-04-08,82,False
2020-04-09,91,False
2020-04-10,87,False
2020-04-11,87,False
2020-04-12,93,False
2020-04-13,81,False
2020-04-14,100,False
2020-04-15,81,False
2020-04-16,83,False
2020-04-17,91,False
2020-04-18,66,False
2020-04-19,97,False
2020-04-20,79,False
2020-04-21,84,False
2020-04-22,84,False
2020-04-23,78,False
2020-04-24,81,False
2020-04-25,89,False
2020-04-26,82,False
2020-04-27,85,False
2020-04-28,98,False
2020-04-29,87,False
2020-04-30,76,False
2020-05-01,91,False
2020-05-02,88,False
2020-05-03,75,False
2020-05-04,65,False
2020-05-05,64,False
2020-05-06,68,False
2020-05-07,66,False
