date,headache,isPartial
2020-10-03,84,False
2020-10-04,77,False
2020-10-05,76,False
2020-10-06,58,False
2020-10-07,53,False
2020-10-08,59,False
2020-10-09,64,False
2020-10-10,56,False
2020-10-11,89,False
2020-10-12,60,False
2020-10-13,68,False
2020-10-14,61,False
2020-10-15,43,False
2020-10-16,56,False
2020-10-17,55,False
2020-10-18,83,False
2020-10-19,74,False
2020-10-20,70,False
2020-10-21,74,False
2020-10-22,67,False
2020-10-23,77,False
2020-10-24,85,False
2020-10-25,79,False
2020-10-26,84,False
2020-10-27,67,False
2020-10-28,77,False
2020-10-29,81,False
2020-10-30,60,False
2020-10-31,64,False
2020-11-01,67,False
2020-11-02,100,False
