date,headache,isPartial
2020-10-08,64,False
2020-10-09,67,False
2020-10-10,66,False
2020-10-11,85,False
2020-10-12,59,False
2020-10-13,63,False
2020-10-14,58,False
2020-10-15,47,False
2020-10-16,60,False
2020-10-17,62,False
2020-10-18,81,False
2020-10-19,75,False
2020-10-20,62,False
2020-10-21,76,False
2020-10-22,67,False
2020-10-23,75,False
2020-10-24,90,False
2020-10-25,83,False
2020-10-26,88,False
2020-10-27,70,False
2020-10-28,72,False
2020-10-29,88,False
2020-10-30,70,False
2020-10-31,68,False
2020-11-01,80,False
2020-11-02,100,False
2020-11-03,87,False
2020-11-04,76,False
2020-11-05,60,False
2020-11-06,69,False
2020-11-07,93,False
