date,headache,isPartial
2020-09-03,87,False
2020-09-04,97,False
2020-09-05,87,False
2020-09-06,100,False
2020-09-07,84,False
2020-09-08,90,False
2020-09-09,83,False
2020-09-10,90,False
2020-09-11,89,False
2020-09-12,84,False
2020-09-13,98,False
2020-09-14,90,False
2020-09-15,70,False
2020-09-16,70,False
2020-09-17,76,False
2020-09-18,74,False
2020-09-19,68,False
2020-09-20,93,False
2020-09-21,92,False
2020-09-22,63,False
2020-09-23,68,False
2020-09-24,71,False
2020-09-25,82,False
2020-09-26,76,False
2020-09-27,100,False
2020-09-28,88,False
2020-09-29,77,False
2020-09-30,68,False
2020-10-01,95,False
2020-10-02,71,False
2020-10-03,77,False
