date,headache,isPartial
2020-09-06,100,False
2020-09-07,95,False
2020-09-08,88,False
2020-09-09,87,False
2020-09-10,91,False
2020-09-11,88,False
2020-09-12,77,False
2020-09-13,89,False
2020-09-14,82,False
2020-09-15,64,False
2020-09-16,63,False
2020-09-17,76,False
2020-09-18,80,False
2020-09-19,72,False
2020-09-20,77,False
2020-09-21,90,False
2020-09-22,61,False
2020-09-23,66,False
2020-09-24,62,False
2020-09-25,77,False
2020-09-26,65,False
2020-09-27,92,False
2020-09-28,87,False
2020-09-29,78,False
2020-09-30,71,False
2020-10-01,95,False
2020-10-02,66,False
2020-10-03,81,False
2020-10-04,82,False
2020-10-05,82,False
2020-10-06,62,False
