date,headache,isPartial
2020-12-01,61,False
2020-12-02,70,False
2020-12-03,69,False
2020-12-04,60,False
2020-12-05,95,False
2020-12-06,87,False
2020-12-07,89,False
2020-12-08,74,False
2020-12-09,73,False
2020-12-10,68,False
2020-12-11,87,False
2020-12-12,90,False
2020-12-13,63,False
2020-12-14,70,False
2020-12-15,66,False
2020-12-16,72,False
2020-12-17,86,False
2020-12-18,68,False
2020-12-19,66,False
2020-12-20,96,False
2020-12-21,75,False
2020-12-22,47,False
2020-12-23,85,False
2020-12-24,94,False
2020-12-25,69,False
2020-12-26,58,False
2020-12-27,70,False
2020-12-28,87,False
2020-12-29,98,False
2020-12-30,100,False
2020-12-31,78,False
