date,headache,isPartial
2020-08-10,84,False
2020-08-11,77,False
2020-08-12,100,False
2020-08-13,88,False
2020-08-14,68,False
2020-08-15,72,False
2020-08-16,85,False
2020-08-17,78,False
2020-08-18,77,False
2020-08-19,70,False
2020-08-20,69,False
2020-08-21,82,False
2020-08-22,88,False
2020-08-23,82,False
2020-08-24,78,False
2020-08-25,78,False
2020-08-26,81,False
2020-08-27,88,False
2020-08-28,71,False
2020-08-29,90,False
2020-08-30,88,False
2020-08-31,88,False
2020-09-01,66,False
2020-09-02,61,False
2020-09-03,67,False
2020-09-04,75,False
2020-09-05,69,False
2020-09-06,81,False
2020-09-07,77,False
2020-09-08,72,False
2020-09-09,71,False
