date,headache,isPartial
2020-08-22,97,False
2020-08-23,91,False
2020-08-24,87,False
2020-08-25,86,False
2020-08-26,90,False
2020-08-27,97,False
2020-08-28,79,False
2020-08-29,100,False
2020-08-30,97,False
2020-08-31,97,False
2020-09-01,73,False
2020-09-02,68,False
2020-09-03,74,False
2020-09-04,83,False
2020-09-05,76,False
2020-09-06,90,False
2020-09-07,85,False
2020-09-08,79,False
2020-09-09,78,False
2020-09-10,82,False
2020-09-11,79,False
2020-09-12,69,False
2020-09-13,80,False
2020-09-14,73,False
2020-09-15,57,False
2020-09-16,57,False
2020-09-17,68,False
2020-09-18,72,False
2020-09-19,65,False
2020-09-20,69,False
2020-09-21,81,False
