date,headache,isPartial
2020-09-09,92,False
2020-09-10,96,False
2020-09-11,93,False
2020-09-12,81,False
2020-09-13,93,False
2020-09-14,86,False
2020-09-15,67,False
2020-09-16,67,False
2020-09-17,80,False
2020-09-18,84,False
2020-09-19,76,False
2020-09-20,82,False
2020-09-21,95,False
2020-09-22,64,False
2020-09-23,70,False
2020-09-24,66,False
2020-09-25,81,False
2020-09-26,68,False
2020-09-27,96,False
2020-09-28,92,False
2020-09-29,82,False
2020-09-30,75,False
2020-10-01,100,False
2020-10-02,70,False
2020-10-03,86,False
2020-10-04,86,False
2020-10-05,87,False
2020-10-06,66,False
2020-10-07,60,False
2020-10-08,70,False
2020-10-09,73,False
