date,headache,isPartial
2020-06-19,45,False
2020-06-20,71,False
2020-06-21,70,False
2020-06-22,80,False
2020-06-23,58,False
2020-06-24,68,False
2020-06-25,80,False
2020-06-26,67,False
2020-06-27,87,False
2020-06-28,84,False
2020-06-29,50,False
2020-06-30,70,False
2020-07-01,67,False
2020-07-02,75,False
2020-07-03,62,False
2020-07-04,73,False
2020-07-05,91,False
2020-07-06,95,False
2020-07-07,79,False
2020-07-08,70,False
2020-07-09,84,False
2020-07-10,75,False
2020-07-11,77,False
2020-07-12,100,False
2020-07-13,78,False
2020-07-14,68,False
2020-07-15,86,False
2020-07-16,82,False
2020-07-17,75,False
2020-07-18,78,False
2020-07-19,86,False
