date,headache,isPartial
2020-04-26,90,False
2020-04-27,91,False
2020-04-28,100,False
2020-04-29,89,False
2020-04-30,80,False
2020-05-01,91,False
2020-05-02,93,False
2020-05-03,81,False
2020-05-04,70,False
2020-05-05,74,False
2020-05-06,77,False
2020-05-07,74,False
2020-05-08,79,False
2020-05-09,97,False
2020-05-10,62,False
2020-05-11,79,False
2020-05-12,73,False
2020-05-13,77,False
2020-05-14,65,False
2020-05-15,71,False
2020-05-16,91,False
2020-05-17,83,False
2020-05-18,94,False
2020-05-19,52,False
2020-05-20,81,False
2020-05-21,65,False
2020-05-22,79,False
2020-05-23,77,False
2020-05-24,72,False
2020-05-25,88,False
2020-05-26,95,False
