date,headache,isPartial
2020-11-19,68,False
2020-11-20,71,False
2020-11-21,86,False
2020-11-22,100,False
2020-11-23,91,False
2020-11-24,62,False
2020-11-25,59,False
2020-11-26,48,False
2020-11-27,66,False
2020-11-28,74,False
2020-11-29,68,False
2020-11-30,82,False
2020-12-01,58,False
2020-12-02,67,False
2020-12-03,66,False
2020-12-04,57,False
2020-12-05,90,False
2020-12-06,83,False
2020-12-07,85,False
2020-12-08,71,False
2020-12-09,70,False
2020-12-10,65,False
2020-12-11,83,False
2020-12-12,86,False
2020-12-13,60,False
2020-12-14,66,False
2020-12-15,63,False
2020-12-16,69,False
2020-12-17,82,False
2020-12-18,65,False
2020-12-19,63,False
