date,headache,isPartial
2020-11-22,100,False
2020-11-23,98,False
2020-11-24,68,False
2020-11-25,66,False
2020-11-26,51,False
2020-11-27,67,False
2020-11-28,74,False
2020-11-29,70,False
2020-11-30,79,False
2020-12-01,64,False
2020-12-02,61,False
2020-12-03,69,False
2020-12-04,58,False
2020-12-05,89,False
2020-12-06,76,False
2020-12-07,83,False
2020-12-08,76,False
2020-12-09,71,False
2020-12-10,64,False
2020-12-11,80,False
2020-12-12,76,False
2020-12-13,61,False
2020-12-14,69,False
2020-12-15,63,False
2020-12-16,72,False
2020-12-17,76,False
2020-12-18,66,False
2020-12-19,63,False
2020-12-20,99,False
2020-12-21,70,False
2020-12-22,45,False
