date,headache,isPartial
2020-05-28,82,False
2020-05-29,89,False
2020-05-30,87,False
2020-05-31,100,False
2020-06-01,93,False
2020-06-02,69,False
2020-06-03,81,False
2020-06-04,77,False
2020-06-05,80,False
2020-06-06,94,False
2020-06-07,90,False
2020-06-08,86,False
2020-06-09,68,False
2020-06-10,72,False
2020-06-11,73,False
2020-06-12,85,False
2020-06-13,88,False
2020-06-14,88,False
2020-06-15,67,False
2020-06-16,72,False
2020-06-17,78,False
2020-06-18,64,False
2020-06-19,52,False
2020-06-20,90,False
2020-06-21,82,False
2020-06-22,97,False
2020-06-23,68,False
2020-06-24,84,False
2020-06-25,97,False
2020-06-26,79,False
2020-06-27,99,False
