date,headache,isPartial
2020-09-24,68,False
2020-09-25,83,False
2020-09-26,74,False
2020-09-27,82,False
2020-09-28,91,False
2020-09-29,71,False
2020-09-30,68,False
2020-10-01,94,False
2020-10-02,75,False
2020-10-03,95,False
2020-10-04,87,False
2020-10-05,85,False
2020-10-06,65,False
2020-10-07,59,False
2020-10-08,67,False
2020-10-09,72,False
2020-10-10,63,False
2020-10-11,100,False
2020-10-12,68,False
2020-10-13,77,False
2020-10-14,69,False
2020-10-15,48,False
2020-10-16,64,False
2020-10-17,63,False
2020-10-18,94,False
2020-10-19,83,False
2020-10-20,79,False
2020-10-21,84,False
2020-10-22,76,False
2020-10-23,86,False
2020-10-24,96,False
