date,headache,isPartial
2020-08-26,93,False
2020-08-27,97,False
2020-08-28,81,False
2020-08-29,100,False
2020-08-30,90,False
2020-08-31,100,False
2020-09-01,78,False
2020-09-02,71,False
2020-09-03,78,False
2020-09-04,87,False
2020-09-05,77,False
2020-09-06,89,False
2020-09-07,75,False
2020-09-08,80,False
2020-09-09,74,False
2020-09-10,80,False
2020-09-11,79,False
2020-09-12,75,False
2020-09-13,87,False
2020-09-14,80,False
2020-09-15,62,False
2020-09-16,62,False
2020-09-17,68,False
2020-09-18,66,False
2020-09-19,61,False
2020-09-20,83,False
2020-09-21,82,False
2020-09-22,56,False
2020-09-23,60,False
2020-09-24,63,False
2020-09-25,73,False
