date,headache,isPartial
2020-03-16,79,False
2020-03-17,85,False
2020-03-18,70,False
2020-03-19,58,False
2020-03-20,55,False
2020-03-21,81,False
2020-03-22,90,False
2020-03-23,75,False
2020-03-24,84,False
2020-03-25,76,False
2020-03-26,81,False
2020-03-27,81,False
2020-03-28,91,False
2020-03-29,73,False
2020-03-30,86,False
2020-03-31,78,False
2020-04-01,68,False
2020-04-02,100,False
2020-04-03,78,False
2020-04-04,89,False
2020-04-05,63,False
2020-04-06,85,False
2020-04-07,77,False
2020-04-08,69,False
2020-04-09,81,False
2020-04-10,91,False
2020-04-11,88,False
2020-04-12,83,False
2020-04-13,67,False
2020-04-14,88,False
2020-04-15,83,False
