,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,1.0000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.35701300452250917,0.9999999999999932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.3206766913954142,0.42991354752628846,1.0000000000000084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.38204323736430423,0.29332938464999203,0.25882681825338927,0.9999999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.1781084390265305,0.18641809749403457,0.30978561624090284,0.16860395276730358,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.3603174569483687,0.31580436774934273,0.28341939639344194,0.26658792921998004,0.2035680319720662,1.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.19166843461684974,0.1732938556542376,0.23201048992820833,0.2949924057102829,0.1512390080548786,0.21982733914539643,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.2910252614099182,0.25329025208880335,0.2204725690031572,0.28436793193496085,0.19133469948277293,0.27572661499769124,0.11372556514354909,0.9999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.4813048737051696,0.46066443701753196,0.42996385541301313,0.26395319089605007,0.16215570221722528,0.39966135741471825,0.2131707417611726,0.17069154405108344,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.48549308579595085,0.31614138334192055,0.2658374137919337,0.3283505708288922,0.15703448350674837,0.42829436866907117,0.16210592896895612,0.2748209882134027,0.5545839180748633,1.000000000000002,0.0,0.0,0.0,0.0,0.0
Frontliners,0.38327173469702114,0.3402328031347426,0.35348371800194484,0.22935226784749682,0.16524037519588053,0.2269570475616877,0.2194533636318752,0.26560835133503863,0.4439793956783968,0.4889485413697641,1.0000000000000075,0.0,0.0,0.0,0.0
masks,0.2863305181350006,0.2042293040713177,0.359973297381788,0.4006573694536165,0.19453678036042973,0.2900973029617427,0.2724684355072001,0.26301206107858516,0.48206560053154845,0.4799231795528511,0.4998577534589266,0.9999999999999938,0.0,0.0,0.0
Quarantine,0.2880417686205446,0.2415961505736567,0.35213684359532454,0.26248691505738647,0.17887675793755803,0.514812930269681,0.17174955215828958,0.17325085979838445,0.7423375591373267,0.44232349365276385,0.30791204772656344,0.2988446619510613,1.0000000000000009,0.0,0.0
social distancing,0.40180118204139087,0.29773898952435335,0.25398994947061326,0.2350269817544821,0.32342510439469335,0.30863015474450406,0.2510896286909432,0.33987749248475874,0.2700512828120512,0.37266157940696226,0.2962900366001574,0.30736570859656,0.2413837460638306,0.9999999999999991,0.0
work from home,0.3599764939431816,0.3046274963172468,0.2759517193522007,0.26560757569748356,0.17289422314704808,0.30159479964379643,0.20840025686518254,0.22460591568592814,0.3385630157849978,0.4482827398830093,0.48224018047458056,0.431077548782237,0.2386619200371656,0.4726993538571761,1.0000000000000067
