date,lagnat,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-11-20,0,3.0153846153846153,0.0,0.0
2020-11-21,60,3.0153846153846153,180.9230769230769,39.16083916083916
2020-11-22,0,,0.0,0.0
2020-11-23,0,,0.0,0.0
2020-11-24,0,,0.0,0.0
2020-11-25,0,,0.0,0.0
2020-11-26,0,,0.0,0.0
2020-11-27,0,,0.0,0.0
2020-11-28,0,,0.0,0.0
2020-11-29,0,5.7272727272727275,0.0,0.0
2020-11-30,0,5.7272727272727275,0.0,0.0
2020-12-01,0,5.7272727272727275,0.0,0.0
2020-12-02,0,5.7272727272727275,0.0,0.0
2020-12-03,0,5.7272727272727275,0.0,0.0
2020-12-04,66,5.7272727272727275,378.0,81.81818181818183
2020-12-05,0,5.7272727272727275,0.0,0.0
2020-12-06,0,2.432926829268293,0.0,0.0
2020-12-07,0,2.432926829268293,0.0,0.0
2020-12-08,0,2.432926829268293,0.0,0.0
2020-12-09,64,2.432926829268293,155.70731707317074,33.702882483370296
2020-12-10,0,2.432926829268293,0.0,0.0
2020-12-11,0,2.432926829268293,0.0,0.0
2020-12-12,100,2.432926829268293,243.2926829268293,52.660753880266086
2020-12-13,0,4.861111111111111,0.0,0.0
2020-12-14,0,4.861111111111111,0.0,0.0
2020-12-15,72,4.861111111111111,350.0,75.75757575757576
2020-12-16,0,4.861111111111111,0.0,0.0
2020-12-17,0,4.861111111111111,0.0,0.0
2020-12-18,0,4.861111111111111,0.0,0.0
2020-12-19,0,4.861111111111111,0.0,0.0
2020-12-20,0,3.71,0.0,0.0
2020-12-21,0,3.71,0.0,0.0
2020-12-22,0,3.71,0.0,0.0
2020-12-23,0,3.71,0.0,0.0
2020-12-24,100,3.71,371.0,80.30303030303031
2020-12-25,0,3.71,0.0,0.0
2020-12-26,0,3.71,0.0,0.0
2020-12-27,0,,0.0,0.0
2020-12-28,0,,0.0,0.0
2020-12-29,0,,0.0,0.0
2020-12-30,0,,0.0,0.0
2020-12-31,0,,0.0,0.0
2021-01-01,0,,0.0,0.0
2021-01-02,0,,0.0,0.0
2021-01-03,0,2.7921348314606744,0.0,0.0
2021-01-04,0,2.7921348314606744,0.0,0.0
2021-01-05,0,2.7921348314606744,0.0,0.0
2021-01-06,79,2.7921348314606744,220.57865168539328,47.744296901600286
2021-01-07,0,2.7921348314606744,0.0,0.0
2021-01-08,99,2.7921348314606744,276.42134831460675,59.83146067415731
2021-01-09,0,2.7921348314606744,0.0,0.0
2021-01-10,0,1.5141065830721003,0.0,0.0
2021-01-11,0,1.5141065830721003,0.0,0.0
2021-01-12,66,1.5141065830721003,99.93103448275862,21.630094043887148
2021-01-13,94,1.5141065830721003,142.32601880877743,30.806497577657453
2021-01-14,84,1.5141065830721003,127.18495297805643,27.529210601310915
2021-01-15,0,1.5141065830721003,0.0,0.0
2021-01-16,75,1.5141065830721003,113.55799373040753,24.579652322599035
2021-01-17,0,1.5498154981549814,0.0,0.0
2021-01-18,0,1.5498154981549814,0.0,0.0
2021-01-19,60,1.5498154981549814,92.98892988929889,20.12747400201275
2021-01-20,57,1.5498154981549814,88.33948339483395,19.12110030191211
2021-01-21,0,1.5498154981549814,0.0,0.0
2021-01-22,54,1.5498154981549814,83.690036900369,18.114726601811473
2021-01-23,100,1.5498154981549814,154.98154981549814,33.54579000335458
2021-01-24,0,1.792,0.0,0.0
2021-01-25,56,1.792,100.352,21.721212121212126
2021-01-26,62,1.792,111.104,24.048484848484854
2021-01-27,56,1.792,100.352,21.721212121212126
2021-01-28,0,1.792,0.0,0.0
2021-01-29,0,1.792,0.0,0.0
2021-01-30,76,1.792,136.192,29.478787878787884
2021-01-31,0,2.0253807106598987,0.0,0.0
2021-02-01,0,2.0253807106598987,0.0,0.0
2021-02-02,0,2.0253807106598987,0.0,0.0
2021-02-03,60,2.0253807106598987,121.52284263959392,26.303645592985696
2021-02-04,73,2.0253807106598987,147.8527918781726,32.00276880479927
2021-02-05,0,2.0253807106598987,0.0,0.0
2021-02-06,64,2.0253807106598987,129.62436548223351,28.057221965851415
2021-02-07,70,2.03,142.1,30.75757575757576
2021-02-08,0,2.03,0.0,0.0
2021-02-09,56,2.03,113.67999999999999,24.606060606060606
2021-02-10,0,2.03,0.0,0.0
2021-02-11,0,2.03,0.0,0.0
2021-02-12,74,2.03,150.22,32.515151515151516
2021-02-13,0,2.03,0.0,0.0
2021-02-14,0,6.7407407407407405,0.0,0.0
2021-02-15,0,6.7407407407407405,0.0,0.0
2021-02-16,0,6.7407407407407405,0.0,0.0
2021-02-17,0,6.7407407407407405,0.0,0.0
2021-02-18,54,6.7407407407407405,364.0,78.7878787878788
2021-02-19,0,6.7407407407407405,0.0,0.0
2021-02-20,0,6.7407407407407405,0.0,0.0
2021-02-21,100,1.9236641221374045,192.36641221374043,41.63775156141568
2021-02-22,51,1.9236641221374045,98.10687022900763,21.235253296322
2021-02-23,52,1.9236641221374045,100.03053435114504,21.65163081193616
2021-02-24,0,1.9236641221374045,0.0,0.0
2021-02-25,0,1.9236641221374045,0.0,0.0
2021-02-26,0,1.9236641221374045,0.0,0.0
2021-02-27,59,1.9236641221374045,113.49618320610686,24.566273421235255
2021-02-28,58,7.96551724137931,461.99999999999994,100.0
2021-03-01,0,7.96551724137931,0.0,0.0
2021-03-02,0,7.96551724137931,0.0,0.0
2021-03-03,0,7.96551724137931,0.0,0.0
2021-03-04,0,7.96551724137931,0.0,0.0
2021-03-05,0,7.96551724137931,0.0,0.0
2021-03-06,0,7.96551724137931,0.0,0.0
2021-03-07,0,2.3227272727272728,0.0,0.0
2021-03-08,50,2.3227272727272728,116.13636363636364,25.13774104683196
2021-03-09,76,2.3227272727272728,176.52727272727273,38.20936639118458
2021-03-10,0,2.3227272727272728,0.0,0.0
2021-03-11,0,2.3227272727272728,0.0,0.0
2021-03-12,0,2.3227272727272728,0.0,0.0
2021-03-13,94,2.3227272727272728,218.33636363636364,47.25895316804408
2021-03-14,70,1.5203619909502262,106.42533936651583,23.035787741670095
2021-03-15,46,1.5203619909502262,69.9366515837104,15.13780337309749
2021-03-16,88,1.5203619909502262,133.7918552036199,28.959276018099544
